model_name,team_id,games,accuracy_when_in_game,avg_model_p_team_win,model_pick_rate,actual_team_win_rate
home_team_baseline,144,315,0.4888888888888889,0.5005725139058472,0.5142857142857142,0.5111111111111111
home_team_baseline,147,316,0.49683544303797467,0.5,0.5,0.5664556962025317
home_team_baseline,120,316,0.5,0.5001268227006623,0.5031645569620253,0.43354430379746833
home_team_baseline,116,317,0.5078864353312302,0.5004424792016801,0.5110410094637224,0.5299684542586751
home_team_baseline,133,314,0.5095541401273885,0.4998723695114353,0.4968152866242038,0.45222929936305734
home_team_baseline,109,315,0.5111111111111111,0.49955471140656327,0.4888888888888889,0.5206349206349207
home_team_baseline,118,317,0.5173501577287066,0.4996839434273714,0.4921135646687697,0.5205047318611987
home_team_baseline,142,316,0.5189873417721519,0.5003804681019871,0.509493670886076,0.47151898734177217
home_team_baseline,138,315,0.5206349206349207,0.4999363873437947,0.4984126984126984,0.49523809523809526
home_team_baseline,113,316,0.5221518987341772,0.4994927091973505,0.4873417721518987,0.49050632911392406
home_team_baseline,135,312,0.5224358974358975,0.49935775683638933,0.483974358974359,0.5641025641025641
home_team_baseline,158,317,0.5236593059936908,0.5003160565726286,0.5078864353312302,0.5930599369085173
home_team_baseline,139,315,0.5238095238095238,0.49955471140656327,0.4888888888888889,0.48253968253968255
home_team_baseline,108,316,0.5253164556962026,0.5003804681019871,0.509493670886076,0.41455696202531644
home_team_baseline,114,316,0.5253164556962026,0.5005072908026494,0.5126582278481012,0.5569620253164557
home_team_baseline,137,316,0.5253164556962026,0.5005072908026494,0.5126582278481012,0.4936708860759494
home_team_baseline,145,317,0.5299684542586751,0.49955752079831994,0.4889589905362776,0.3028391167192429
home_team_baseline,117,316,0.5316455696202531,0.4994927091973505,0.4873417721518987,0.5506329113924051
home_team_baseline,112,313,0.536741214057508,0.5004481338879635,0.5111821086261981,0.5399361022364217
home_team_baseline,121,316,0.5474683544303798,0.5001268227006623,0.5031645569620253,0.5443037974683544
home_team_baseline,141,315,0.5492063492063493,0.4999363873437947,0.4984126984126984,0.5238095238095238
