model_name,month,games,accuracy,brier_score,log_loss,avg_winner_confidence
better_record_baseline,2025-06,397,0.5113350125944585,0.2529752910748475,0.6991611543460386,0.5670465337132004
better_record_baseline,2025-07,361,0.5401662049861495,0.24910922804948488,0.691382178141609,0.5670465337132004
better_record_baseline,2025-08,420,0.5547619047619048,0.24715204589531903,0.6874440960914431,0.5670465337132004
better_record_baseline,2025-09,372,0.532258064516129,0.25016965486274884,0.6935158823499479,0.5670465337132004
better_run_differential_baseline,2024-04,394,0.550761421319797,0.24749073045051176,0.6881214827246732,0.5589743589743589
better_run_differential_baseline,2024-05,413,0.5641646489104116,0.24590983693982385,0.6849449099317328,0.5589743589743589
better_run_differential_baseline,2024-06,407,0.5577395577395577,0.2466676682061297,0.6864676603041721,0.5589743589743589
better_run_differential_baseline,2024-07,364,0.5054945054945055,0.2528299051375974,0.698849768300577,0.5589743589743589
better_run_differential_baseline,2024-08,409,0.5525672371638142,0.24727773678685844,0.6876935033114772,0.5589743589743589
better_run_differential_baseline,2024-09,388,0.5360824742268041,0.2492220934409673,0.6916004017872179,0.5589743589743589
better_run_differential_baseline,2025-04,392,0.5535714285714286,0.24715929369775522,0.6874555093594408,0.5589743589743588
better_run_differential_baseline,2025-05,412,0.5412621359223301,0.24861115898457195,0.6903728189302227,0.5589743589743588
better_run_differential_baseline,2025-06,397,0.5062972292191436,0.25273522490340933,0.6986595223074613,0.5589743589743589
better_run_differential_baseline,2025-07,361,0.5235457063711911,0.25070078913675753,0.6945716231152387,0.5589743589743588
better_run_differential_baseline,2025-08,420,0.530952380952381,0.2498271813656429,0.6928162368993659,0.5589743589743589
better_run_differential_baseline,2025-09,372,0.532258064516129,0.24967317766325206,0.6925067891296587,0.5589743589743589
elo_baseline,2024-04,394,0.5025380710659898,0.2538706637982835,0.7028323015318111,0.6158688176290696
elo_baseline,2024-05,413,0.5811138014527845,0.2503385437821833,0.696693512788697,0.6375065104198894
elo_baseline,2024-06,407,0.5454545454545454,0.2532428910265599,0.7016475749575302,0.6328039058185548
elo_baseline,2024-07,364,0.49175824175824173,0.2634595754708223,0.721298742488399,0.6142119195695637
elo_baseline,2024-08,409,0.5623471882640587,0.24689878303139198,0.6882003232712962,0.6176840124076329
elo_baseline,2024-09,388,0.5541237113402062,0.2570165057582031,0.7106707830446549,0.623511561475056
elo_baseline,2025-04,392,0.5739795918367347,0.24236386398875046,0.6782201020279335,0.6318279434710691
elo_baseline,2025-05,412,0.5752427184466019,0.2520645761606184,0.7000258141905357,0.643353406520733
elo_baseline,2025-06,397,0.5138539042821159,0.26284316222873827,0.7224626754529576,0.6250284925022471
elo_baseline,2025-07,361,0.5429362880886427,0.25456021770606957,0.7037413041076143,0.6059130566294793
elo_baseline,2025-08,420,0.5428571428571428,0.25758428177052395,0.7107946610441854,0.6245633030407448
elo_baseline,2025-09,372,0.5698924731182796,0.24330350216762348,0.6786063625513797,0.6211937191072757
home_team_baseline,2024-04,394,0.4873096446700508,0.2509100992539336,0.6949685697068909,0.5200379867046534
home_team_baseline,2024-05,413,0.5472154963680388,0.24850931393422312,0.6901644260127989,0.5200379867046534
home_team_baseline,2024-06,407,0.5601965601965602,0.2479890851654068,0.6891234109171652,0.5200379867046534
home_team_baseline,2024-07,364,0.489010989010989,0.25084191622336605,0.6948321305702236,0.5200379867046534
home_team_baseline,2024-08,409,0.5061124694376528,0.2501565577485273,0.693460679083888,0.5200379867046534
home_team_baseline,2024-09,388,0.520618556701031,0.24957521218108708,0.6922973648887467,0.5200379867046534
home_team_baseline,2025-04,392,0.5841836734693877,0.24702777825171895,0.6871997668038976,0.5200379867046534
home_team_baseline,2025-05,412,0.5048543689320388,0.2502069773509365,0.6935615723261884,0.5200379867046534
home_team_baseline,2025-06,397,0.5062972292191436,0.2501491533204372,0.6934458622919718,0.5200379867046534
home_team_baseline,2025-07,361,0.5429362880886427,0.2486808073714411,0.6905075966862553,0.5200379867046534
home_team_baseline,2025-08,420,0.5238095238095238,0.24944733106809716,0.6920414656054913,0.5200379867046534
home_team_baseline,2025-09,372,0.5376344086021505,0.2488932853527611,0.6909327803733227,0.5200379867046533
legacy_full,2024-04,394,0.5736040609137056,0.2421573159034534,0.6772147337510922,0.5685922316188405
legacy_full,2024-05,413,0.5714285714285714,0.24262545331045135,0.6780681434027128,0.5798224445582143
legacy_full,2024-06,407,0.5528255528255528,0.2404525081761752,0.6737634421212584,0.5730827429722735
legacy_full,2024-07,364,0.5027472527472527,0.2476361393289461,0.6881512636358748,0.5763267096444786
legacy_full,2024-08,409,0.6014669926650367,0.236331401364403,0.6649140700904093,0.5816674138192708
legacy_full,2024-09,388,0.5489690721649485,0.24364718277747985,0.6801770566404131,0.5802933970204963
legacy_full,2025-04,392,0.5637755102040817,0.23957350888436638,0.6719032946719803,0.568612259433587
legacy_full,2025-05,412,0.5800970873786407,0.23639742181979218,0.6648533482463711,0.5794314510239617
legacy_full,2025-06,397,0.5541561712846348,0.24684420272219723,0.6866405110331896,0.570077761270858
legacy_full,2025-07,361,0.5041551246537396,0.24927247303203273,0.6915791195282209,0.5676026795600497
legacy_full,2025-08,420,0.5642857142857143,0.2417093139772784,0.6762714417579877,0.580366637274497
legacy_full,2025-09,372,0.5564516129032258,0.24220634678668115,0.67726096272172,0.5737758198429732
pregame_safe,2024-04,394,0.5736040609137056,0.24455713089779754,0.6822102464995533,0.5570340141677382
pregame_safe,2024-05,413,0.5399515738498789,0.24785811163779256,0.6897790444618978,0.5646280716067326
pregame_safe,2024-06,407,0.5405405405405406,0.24156002623547945,0.6759142459366897,0.5566574452468042
pregame_safe,2024-07,364,0.5137362637362637,0.2507499600212812,0.7268138499295188,0.5616194706994291
pregame_safe,2024-08,409,0.589242053789731,0.23920790252194213,0.6687258259488857,0.5716185622693589
pregame_safe,2024-09,388,0.5695876288659794,0.24141910498866362,0.7052035171241192,0.5702239922462508
pregame_safe,2025-04,392,0.5382653061224489,0.24327072253017348,0.6791272831224868,0.5585143053740278
pregame_safe,2025-05,412,0.5825242718446602,0.23593915946612412,0.662730190116568,0.5669561156879911
pregame_safe,2025-06,397,0.5188916876574308,0.24740128181321297,0.7170446918961687,0.5612445205128527
pregame_safe,2025-07,361,0.5152354570637119,0.25169091932142673,0.6969798926769025,0.5533558709138786
pregame_safe,2025-08,420,0.5761904761904761,0.2423908761537789,0.6776496688982883,0.568557437591583
pregame_safe,2025-09,372,0.553763440860215,0.24457241935399593,0.6813961200046197,0.5666563754619971
